SampleID,Trial,Order,MilkSource,PoreSize,Day,MilkType,StorageTemp,pH,ParticleSize,Coagulated,CompMethod,Fat,Protein,Lactose,TS,SnF,FreezePt,pumptype,bottlenum,SCC,GramNeg
MF3-1.2-Skim-D56-3C,3,1,UPS,1.2,56,skim,3,6.79,181.5,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D56-10C,2,1,UPS,0.8,56,skim,10,6.46,13481.1,TRUE,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D14-10C,2,1,UPS,0.8,14,skim,10,6.55,13688.6,TRUE,,,,,,,,,,,KEEP
MF4-1.2-Skim-D35-3C,4,2,UPS,1.2,35,skim,3,6.63,181.5,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D28-3C,2,1,UPS,0.8,28,skim,3,6.74,181.4,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D35-6.5C,4,2,UPS,1.2,35,skim,6.5,6.57,181.4,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D7-10C,2,2,UPS,1.2,7,skim,10,6.8,181.3,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D14-3C,2,1,UPS,0.8,14,skim,3,6.67,181.3,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D63-3C,2,1,UPS,0.8,63,skim,3,6.68,181.3,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D49-10C,3,2,UPS,0.8,49,skim,10,6.33,181.3,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D7-3C,2,1,UPS,0.8,7,skim,3,6.75,181.1,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D28-6.5C,2,2,UPS,1.2,28,skim,6.5,6.71,181,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D21-6.5C,3,2,UPS,0.8,21,skim,6.5,6.71,180.9,,,,,,,,,,,,KEEP
MF1-1.2-35-HTST-Skim-10,1,1,LS,1.2,35,skim,10,,180.7,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D7-6.5C,4,2,UPS,1.2,7,skim,6.5,6.83,180.7,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D21-6.5C,4,2,UPS,1.2,21,skim,6.5,6.68,180.7,,,,,,,,,,,,PPC
MF4-1.2-Skim-D42-6.5C,4,2,UPS,1.2,42,skim,6.5,6.63,180.6,,,,,,,,,,,,KEEP
1-14-1.2-skim-HTST-3,1,1,LS,1.2,14,skim,3,6.72,180.5,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D21-10C,3,2,UPS,0.8,21,skim,10,6.7,180.2,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D35-6.5C,3,2,UPS,0.8,35,skim,6.5,6.7,180.2,,,,,,,,,,,,KEEP
1-14-1.2-skim-HTST-10,1,1,LS,1.2,14,skim,10,6.72,179.8,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D21-10C,2,2,UPS,1.2,21,skim,10,6.73,179.8,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D42-3C,2,1,UPS,0.8,42,skim,3,6.75,179.8,,,,,,,,,,,,KEEP
MF3-1.2-Skim-14-10C,3,1,UPS,1.2,14,skim,10,6.61,179.7,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D49-10C,3,1,UPS,1.2,49,skim,10,6.04,179.7,,,,,,,,,,,,KEEP
MF1-1.2-56-HTST-Skim-3,1,1,LS,1.2,56,skim,3,6.73,179.5,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D35-6.5C,3,2,UPS,0.8,35,skim,6.5,6.7,179.5,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D7-3C,2,1,UPS,0.8,7,skim,3,6.76,179.3,,,,,,,,,,,,KEEP
MF-3-0.8-Skim-D7-6.5C,3,2,UPS,0.8,7,skim,6.5,6.69,179.1,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D21-3C,3,2,UPS,0.8,21,skim,3,6.7,179,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D14-6.5C,2,2,UPS,1.2,14,skim,6.5,6.75,178.5,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D42-3C,2,2,UPS,1.2,42,skim,3,6.59,178.5,,,,,,,,,,,,KEEP
MF3-0.8-Skim-14-3C,3,2,UPS,0.8,14,skim,3,6.63,178.5,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D0,4,2,UPS,1.2,0,skim,3,6.7,178.5,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D0,4,2,UPS,1.2,0,skim,6.5,6.7,178.5,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D0,4,2,UPS,1.2,0,skim,10,6.7,178.5,,,,,,,,,,,,KEEP
MF1-1.2-35-HTST-Skim-6.5,1,1,LS,1.2,35,skim,6.5,,178.4,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D21-3C,3,1,UPS,1.2,21,skim,3,6.71,178.3,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D35-10C,2,2,UPS,1.2,35,skim,10,6.69,178.2,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D7-3C,4,2,UPS,1.2,7,skim,3,6.82,178.2,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D7-6.5C,4,2,UPS,1.2,7,skim,6.5,6.85,178.2,,,,,,,,,,,,KEEP
MF-1-1.2-7-Skim-HTST-6.5,1,1,LS,1.2,7,skim,6.5,6.72,178.1,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D21-3C,3,1,UPS,1.2,21,skim,3,6.72,178.1,,,,,,,,,,,,KEEP
MF1-1.2-49-HTST-Skim-10,1,1,LS,1.2,49,skim,10,6.68,15243,TRUE,,,,,,,,,,,KEEP
MF3-1.2-Skim-D28-10C,3,1,UPS,1.2,28,skim,10,6.53,15387.6,TRUE,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D21-3C,2,2,UPS,1.2,21,skim,3,6.67,177.9,,,,,,,,,,,,PPC
MF-1-1.2-7-Skim-HTST-3,1,1,LS,1.2,7,skim,3,6.73,177.8,,,184.6,,,,,,,,,KEEP
MF-2-0.8-Skim-D35-10C,2,1,UPS,0.8,35,skim,10,6.52,15585,TRUE,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D63-10C,2,1,UPS,0.8,63,skim,10,6.45,15896,TRUE,,,,,,,,,,,KEEP
MF1-1.2-28-HTST-Skim-10,1,1,LS,1.2,28,skim,10,6.81,177.8,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D35-3C,2,1,UPS,0.8,35,skim,3,6.77,177.8,,,,,,,,,,,,KEEP
MF1-1.2-56-HTST-Skim-10,1,1,LS,1.2,56,skim,10,6.59,15969.8,TRUE,,,,,,,,,,,KEEP
MF4-1.2-Skim-D63-10C,3,1,UPS,1.2,56,skim,10,6.17,16935.5,TRUE,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D21-6.5C,2,1,UPS,0.8,21,skim,6.5,6.71,177.6,,,,,,,,,,,,KEEP
MF-3-0.8-Skim-D0-na,3,2,UPS,0.8,0,skim,3,6.69,177.5,,,,,,,,,,,,KEEP
MF-3-0.8-Skim-D0-na,3,2,UPS,0.8,0,skim,6.5,6.69,177.5,,,,,,,,,,,,KEEP
MF-3-0.8-Skim-D0-na,3,2,UPS,0.8,0,skim,10,6.69,177.5,,,,,,,,,,,,KEEP
MF-3-0.8-Skim-D7-3C,3,2,UPS,0.8,7,skim,3,6.63,177.5,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D28-3C,2,2,UPS,1.2,28,skim,3,6.71,177.4,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D21-6.5C,3,1,UPS,1.2,21,skim,6.5,6.67,177.4,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D0,4,2,UPS,1.2,0,skim,3,6.71,177.3,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D0,4,2,UPS,1.2,0,skim,6.5,6.71,177.3,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D0,4,2,UPS,1.2,0,skim,10,6.71,177.3,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D7-6.5C,2,1,UPS,0.8,7,skim,6.5,6.76,177.2,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D21-6.5C,2,1,UPS,0.8,21,skim,6.5,6.7,177.2,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D56-6.5C,2,1,UPS,0.8,56,skim,6.5,6.62,177.2,,,,,,,,,,,,KEEP
MF3-1.2-Skim-14-10C,3,1,UPS,1.2,14,skim,10,6.61,177.2,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D7-10C,4,2,UPS,1.2,7,skim,10,6.83,177.2,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D7-10C,2,1,UPS,0.8,7,skim,10,6.77,177.1,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D21-3C,2,1,UPS,0.8,21,skim,3,6.72,177.1,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D49-3C,4,2,UPS,1.2,49,skim,3,6.57,176.6,,,,,,,,,,,,ERROR
MF3-0.8-Skim-D42-3C,3,2,UPS,0.8,42,skim,3,6.86,176.2,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D28-3C,2,1,UPS,0.8,28,skim,3,6.73,176.1,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D28-6.5C,2,1,UPS,0.8,28,skim,6.5,6.74,176.1,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D35-3C,3,2,UPS,0.8,35,skim,3,6.73,176.1,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D7-10C,2,1,UPS,0.8,7,skim,10,6.77,175.9,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D35-3C,3,2,UPS,0.8,35,skim,3,6.73,175.9,,,,,,,,,,,,KEEP
MF1-1.2-63-HTST-Skim-6.5,1,1,LS,1.2,63,skim,6.5,6.69,175.7,,,,,,,,,,,,KEEP
MF3-0.8-Skim-14-3C,3,2,UPS,0.8,14,skim,3,6.64,175.7,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D7-3C,4,2,UPS,1.2,7,skim,3,6.8,175.7,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D21-3C,2,1,UPS,0.8,21,skim,3,6.69,175.5,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D21-10C,4,2,UPS,1.2,21,skim,10,6.66,175.5,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D49-10C,4,2,UPS,1.2,49,skim,10,6.54,175.5,,,,,,,,,,,,KEEP
MF-3-0.8-Skim-D7-3C,3,2,UPS,0.8,7,skim,3,6.63,175.2,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D21-3C,4,2,UPS,1.2,21,skim,3,6.74,174.9,,,,,,,,,,,,KEEP
MF-1-1.2-Skim-D0,1,1,LS,1.2,0,skim,3,6.6,174.8,,milkoscan,0.05,3.28,4.7,9.09,9.04,,,,,KEEP
MF-1-1.2-Skim-D0,1,1,LS,1.2,0,skim,6.5,6.6,174.8,,milkoscan,0.05,3.28,4.7,9.09,9.04,,,,,KEEP
MF-1-1.2-Skim-D0,1,1,LS,1.2,0,skim,10,6.6,174.8,,milkoscan,0.05,3.28,4.7,9.09,9.04,,,,,KEEP
MF-2-0.8-Skim-D7-6.5C,2,1,UPS,0.8,7,skim,6.5,6.77,174.5,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D49-10C,4,2,UPS,1.2,49,skim,10,6.51,173.7,,,,,,,,,,,,KEEP
1-14-1.2-skim-HTST-3,1,1,LS,1.2,14,skim,3,6.7,173.6,,,,,,,,,,,,KEEP
MF-3-1.2-Skim-D7-3C,3,1,UPS,1.2,7,skim,3,6.63,173,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D42-10C,4,2,UPS,1.2,42,skim,10,6.5,173,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D28-6.5C,2,2,UPS,1.2,28,skim,6.5,6.71,172.8,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D56-10C,3,2,UPS,0.8,56,skim,10,6.3,172.8,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D7-3C,2,2,UPS,1.2,7,skim,3,6.71,172.7,,,,,,,,,,,,KEEP
MF-3-1.2-Skim-D7-6.5C,3,1,UPS,1.2,7,skim,6.5,6.64,172.7,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D42-10C,4,1,UPS,0.8,42,skim,10,5.82,172.7,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D49-10C,4,1,UPS,0.8,49,skim,10,5.65,172.7,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D42-6.5C,2,2,UPS,1.2,42,skim,6.5,6.61,172.4,,,,,,,,,,,,KEEP
MF1-1.2-63-HTST-Skim-10,1,1,LS,1.2,63,skim,10,6.68,172.3,,,,,,,,,,,,KEEP
MF-3-0.8-Skim-D0-na,3,2,UPS,0.8,0,skim,3,6.67,172.3,,,,,,,,,,,,KEEP
MF-3-0.8-Skim-D0-na,3,2,UPS,0.8,0,skim,6.5,6.67,172.3,,,,,,,,,,,,KEEP
MF-3-0.8-Skim-D0-na,3,2,UPS,0.8,0,skim,10,6.67,172.3,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D56-10C,3,2,UPS,0.8,56,skim,10,6.29,172.2,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D35-3C,2,1,UPS,0.8,35,skim,3,6.78,172,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D42-10C,2,2,UPS,1.2,42,skim,10,6.23,172,,,,,,,,,,,,KEEP
MF1-1.2-28-HTST-Skim-10,1,1,LS,1.2,28,skim,10,6.81,171.9,,,,,,,,,,,,KEEP
MF-1-1.2-7-Skim-HTST-6.5,1,1,LS,1.2,7,skim,6.5,6.75,171.7,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D21-6.5C,2,2,UPS,1.2,21,skim,6.5,6.72,171.7,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D49-10C,4,1,UPS,0.8,49,skim,10,5.62,171.3,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D42-10C,4,2,UPS,1.2,42,skim,10,6.53,171.2,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D21-10C,3,1,UPS,1.2,21,skim,10,6.69,171.1,,,,,,,,,,,,KEEP
MF-3-1.2-Skim-D0-na,3,1,UPS,1.2,0,skim,3,6.71,171,,,,,,,,,,,,KEEP
MF-3-1.2-Skim-D0-na,3,1,UPS,1.2,0,skim,6.5,6.71,171,,,,,,,,,,,,KEEP
MF-3-1.2-Skim-D0-na,3,1,UPS,1.2,0,skim,10,6.71,171,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D21-6.5C,2,2,UPS,1.2,21,skim,6.5,6.74,170.8,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D63-10C,3,2,UPS,0.8,56,skim,10,5.8,170.7,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D63-10C,4,2,UPS,1.2,63,skim,10,6.57,16935.5,TRUE,,,,,,,,,,,PPC
MF-2-0.8-Skim-D21-10C,2,1,UPS,0.8,21,skim,10,6.49,17481.9,TRUE,,,,,,,,,,,KEEP
MF4-0.8-Skim-D63-10C,4,1,UPS,0.8,63,skim,10,5.79,170.7,,,,,,,,,,,,KEEP
MF-3-1.2-Skim-D0-na,3,1,UPS,1.2,0,skim,3,6.71,170.5,,,,,,,,,,,,KEEP
MF-3-1.2-Skim-D0-na,3,1,UPS,1.2,0,skim,6.5,6.71,170.5,,,,,,,,,,,,KEEP
MF-3-1.2-Skim-D0-na,3,1,UPS,1.2,0,skim,10,6.71,170.5,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D7-6.5C,2,2,UPS,1.2,7,skim,6.5,6.73,170.1,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D0,2,2,UPS,1.2,0,skim,3,6.73,169.6,,milkoscan,0.04,3.44,4.82,9.42,9.38,,,,,KEEP
MF-2-1.2-Skim-D0,2,2,UPS,1.2,0,skim,6.5,6.73,169.6,,milkoscan,0.04,3.44,4.82,9.42,9.38,,,,,KEEP
MF-2-1.2-Skim-D0,2,2,UPS,1.2,0,skim,10,6.73,169.6,,milkoscan,0.04,3.44,4.82,9.42,9.38,,,,,KEEP
MF3-1.2-Skim-D21-10C,3,1,UPS,1.2,21,skim,10,6.68,169.6,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D7-6.5C,2,2,UPS,1.2,7,skim,6.5,6.72,169.3,,,,,,,,,,,,KEEP
MF2-0.8-Skim-D0,2,1,UPS,0.8,0,skim,3,6.73,168.9,,milkoscan,0.01,3.19,4.23,8.32,8.8,,,,,KEEP
MF2-0.8-Skim-D0,2,1,UPS,0.8,0,skim,6.5,6.73,168.9,,milkoscan,0.01,3.19,4.23,8.32,8.8,,,,,KEEP
MF2-0.8-Skim-D0,2,1,UPS,0.8,0,skim,10,6.73,168.9,,milkoscan,0.01,3.19,4.23,8.32,8.8,,,,,KEEP
MF-2-0.8-Skim-D28-6.5C,2,1,UPS,0.8,28,skim,6.5,6.74,168.9,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D21-3C,2,2,UPS,1.2,21,skim,3,6.69,168.8,,,,,,,,,,,,PPC
MF-2-1.2-Skim-D42-10C,2,2,UPS,1.2,42,skim,10,6.23,167.5,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D35-10C,3,1,UPS,1.2,35,skim,10,5.72,167.5,,,,,,,,,,,,KEEP
MF-1-1.2-Skim-D0,1,1,LS,1.2,0,skim,3,6.57,167.4,,milkoscan,0.05,3.29,4.7,9.1,9.04,,,,,KEEP
MF-1-1.2-Skim-D0,1,1,LS,1.2,0,skim,6.5,6.57,167.4,,milkoscan,0.05,3.29,4.7,9.1,9.04,,,,,KEEP
MF-1-1.2-Skim-D0,1,1,LS,1.2,0,skim,10,6.57,167.4,,milkoscan,0.05,3.29,4.7,9.1,9.04,,,,,KEEP
MF-2-1.2-Skim-D28-10C,2,2,UPS,1.2,28,skim,10,6.54,18026,TRUE,,,,,,,,,,,KEEP
MF3-1.2-Skim-D42-10C,3,1,UPS,1.2,42,skim,10,6.56,18938.9,TRUE,,,,,,,,,,,KEEP
MF-1-0.8-Skim-D0,1,2,LS,0.8,0,skim,3,6.51,166.8,,milkoscan,0.05,3.42,4.64,9.17,9.11,,,,,KEEP
MF-1-0.8-Skim-D0,1,2,LS,0.8,0,skim,6.5,6.51,166.8,,milkoscan,0.05,3.42,4.64,9.17,9.11,,,,,KEEP
MF-1-0.8-Skim-D0,1,2,LS,0.8,0,skim,10,6.51,166.8,,milkoscan,0.05,3.42,4.64,9.17,9.11,,,,,KEEP
MF-3-1.2-Skim-D7-10C,3,1,UPS,1.2,7,skim,10,6.64,166.8,,,,,,,,,,,,KEEP
MF2-0.8-Skim-D0,2,1,UPS,0.8,0,skim,3,6.72,166.3,,milkoscan,0.02,3.18,4.22,8.3,8.26,,,,,KEEP
MF2-0.8-Skim-D0,2,1,UPS,0.8,0,skim,6.5,6.72,166.3,,milkoscan,0.02,3.18,4.22,8.3,8.26,,,,,KEEP
MF2-0.8-Skim-D0,2,1,UPS,0.8,0,skim,10,6.72,166.3,,milkoscan,0.02,3.18,4.22,8.3,8.26,,,,,KEEP
MF3-1.2-Skim-D56-10C,3,1,UPS,1.2,56,skim,10,6.37,166.1,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D7-3C,2,2,UPS,1.2,7,skim,3,6.71,165.2,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D35-10C,3,1,UPS,1.2,35,skim,10,5.74,164.8,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D49-6.5C,4,2,UPS,1.2,49,skim,6.5,5.73,164.6,,,,,,,,,,,,PPC
MF4-1.2-Skim-D49-6.5C,4,2,UPS,1.2,49,skim,6.5,5.71,164.2,,,,,,,,,,,,PPC
MF-2-1.2-Skim-D63-10C,2,2,UPS,1.2,63,skim,10,5.33,163.9,,,,,,,,,,,,PPC
MF3-1.2-Skim-D56-10C,3,1,UPS,1.2,56,skim,10,6.36,163.9,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D63-6.5C,2,1,UPS,0.8,63,skim,6.5,5.85,163.6,,,,,,,,,,,,KEEP
MF-1-0.8-Skim-D0,1,2,LS,0.8,0,skim,3,6.49,163.1,,milkoscan,0.05,3.43,4.65,9.2,9.14,,,,,KEEP
MF-1-0.8-Skim-D0,1,2,LS,0.8,0,skim,6.5,6.49,163.1,,milkoscan,0.05,3.43,4.65,9.2,9.14,,,,,KEEP
MF-1-0.8-Skim-D0,1,2,LS,0.8,0,skim,10,6.49,163.1,,milkoscan,0.05,3.43,4.65,9.2,9.14,,,,,KEEP
MF1-1.2-63-HTST-Skim-10,1,1,LS,1.2,63,skim,10,6.68,163.1,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D14-3C,2,2,UPS,1.2,14,skim,3,6.71,161.4,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D63-6.5C,2,1,UPS,0.8,63,skim,6.5,5.85,161.1,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D0,2,2,UPS,1.2,0,skim,3,6.74,158.4,,milkoscan,0.04,3.44,4.82,9.42,9.38,,,,,KEEP
MF-2-1.2-Skim-D0,2,2,UPS,1.2,0,skim,6.5,6.74,158.4,,milkoscan,0.04,3.44,4.82,9.42,9.38,,,,,KEEP
MF-2-1.2-Skim-D0,2,2,UPS,1.2,0,skim,10,6.74,158.4,,milkoscan,0.04,3.44,4.82,9.42,9.38,,,,,KEEP
MF-2-1.2-Skim-D63-10C,2,2,UPS,1.2,63,skim,10,5.32,143.6,,,,,,,,,,,,PPC
MF1-1.2-35-HTST-Skim-10,1,1,LS,1.2,35,skim,10,,127.5,,,,,,,,,,,,KEEP
HTST-skim-1.2,3,1,UPS,1.2,0,skim,,,,,,,,,,,329,,7,,KEEP
HTST-whole-0.8,3,2,UPS,0.8,0,whole,,,,,,,,,,,331,,1,,KEEP
HTST-skim-0.8,3,2,UPS,0.8,0,skim,,,,,,,,,,,408,,1,,KEEP
HTST-skim-1.2,3,1,UPS,1.2,0,skim,,,,,,,,,,,461,,1,,KEEP
HTST-whole-1.2,3,1,UPS,1.2,0,whole,,,,,,,,,,,465,,8,,KEEP
HTST-skim-1.2,3,1,UPS,1.2,0,skim,,,,,,,,,,,473,,6,,KEEP
HTST-whole-1.2,3,1,UPS,1.2,0,whole,,,,,,,,,,,484,,1,,KEEP
HTST-whole-1.2,3,1,UPS,1.2,0,whole,,,,,milkoscan,3.05,3.1,4.59,11.55,8.39,493,,,,KEEP
HTST-whole-1.2,3,1,UPS,1.2,0,whole,,,,,,,,,,,505,,9,,KEEP
HTST-whole-1.2,3,1,UPS,1.2,0,whole,,,,,,,,,,,507,,10,,KEEP
HTST-whole-1.2,3,1,UPS,1.2,0,whole,,,,,,,,,,,512,,2,,KEEP
HTST-skim-1.2,3,1,UPS,1.2,0,skim,,,,,milkoscan,-0.06,3.27,4.91,8.9,8.93,515,,,,KEEP
HTST-whole-0.8,3,2,UPS,0.8,0,whole,,,,,milkoscan,3.84,3.15,4.73,12.48,8.57,515,,,,KEEP
HTST-skim-0.8,3,2,UPS,0.8,0,skim,,,,,milkoscan,-0.06,3.26,4.97,8.94,8.97,520,,,,KEEP
HTST-whole-1.2,3,1,UPS,1.2,0,whole,,,,,,,,,,,523,,3,,KEEP
MF4-1.2-Whole#1-D0,4,2,UPS,1.2,0,whole,,,,,,,,,,,525,,1,,KEEP
MF-skim-1.2,3,1,UPS,1.2,0,mfskim,,,,,milkoscan,-0.05,3.39,5.06,9.16,9.21,528,,,,KEEP
std-whole-1.2,3,1,UPS,1.2,0,stdwhole,,,,,milkoscan,3.94,3.31,4.89,12.88,8.91,528,,,,KEEP
HTST-whole-1.2,3,1,UPS,1.2,0,whole,,,,,,,,,,,528,,4,,KEEP
HTST-whole-1.2,3,1,UPS,1.2,0,whole,,,,,,,,,,,528,,6,,KEEP
HTST-skim-1.2,3,1,UPS,1.2,0,skim,,,,,,,,,,,529,,5,,KEEP
HTST-skim-1.2,3,1,UPS,1.2,0,skim,,,,,,,,,,,529,,7,,KEEP
std-whole-1.2,3,1,UPS,1.2,0,stdwhole,,,,,,,,,,,529,,,,KEEP
HTST-skim-1.2,3,1,UPS,1.2,0,skim,,,,,,,,,,,530,,12,,KEEP
postpump-skim-1.2,3,1,UPS,1.2,0,rawskim,,,,,milkoscan,0.02,3.44,5,9.28,9.27,532,post,,,KEEP
MF4-0.8-HTSTWhole-D0,4,1,UPS,0.8,0,whole,,,,,,,,,,,532,,,,KEEP
MF4-1.2-HTSTWhole-D0,4,2,UPS,1.2,0,whole,,,,,,,,,,,532,,,,KEEP
MF4-0.8-Skim#1-D0,4,1,UPS,0.8,0,skim,,,,,,,,,,,533,,1,,KEEP
MF4-0.8-Whole#1-D0,4,1,UPS,0.8,0,whole,,,,,,,,,,,533,,1,,KEEP
MF4-0.8-HTSTskim-D0,4,1,UPS,0.8,0,skim,,,,,,,,,,,534,,,,KEEP
std-whole-0.8,3,2,UPS,0.8,0,stdwhole,,,,,,,,,,,535,,,,KEEP
MF4-0.8-prepumpSkim-D0,4,1,UPS,0.8,0,skim,,,,,,,,,,,535,pre,,,KEEP
MF4-1.2-Standardized-D0,4,2,UPS,1.2,0,stdwhole,,,,,,,,,,,535,,,,KEEP
MF4-1.2-Whole#12-D0,4,2,UPS,1.2,0,whole,,,,,,,,,,,535,,12,,KEEP
MF-skim-0.8,3,2,UPS,0.8,0,skim,,,,,milkoscan,-0.05,3.38,5.13,9.19,9.25,537,,,,KEEP
HTST-skim-0.8,3,2,UPS,0.8,0,skim,,,,,,,,,,,537,,12,,KEEP
HTST-whole-0.8,3,2,UPS,0.8,0,whole,,,,,,,,,,,537,,2,,KEEP
MF4-0.8-Skim#12-D0,4,1,UPS,0.8,0,skim,,,,,,,,,,,537,,12,,KEEP
MF4-1.2-HTSTSkim-D0,4,2,UPS,1.2,0,skim,,,,,,,,,,,537,,,,KEEP
MF4-0.8-Whole#12-D0,4,1,UPS,0.8,0,whole,,,,,,,,,,,537,,12,,KEEP
postpump-skim-0.8,3,2,UPS,0.8,0,rawskim,,,,,milkoscan,0.04,3.49,5.16,9.44,9.42,538,,,,KEEP
PrePump-Skim-1.2,3,1,UPS,1.2,0,rawskim,,,,,milkoscan,0.03,3.48,5.1,9.36,9.35,538,pre,,,KEEP
MF4-1.2-Skim#1-D0,4,2,UPS,1.2,0,skim,,,,,,,,,,,538,,1,,KEEP
MF4-1.2-Skim#12-D0,4,2,UPS,1.2,0,skim,,,,,,,,,,,539,,12,,KEEP
MF4-1.2-postpumpSkim-D0,4,2,UPS,1.2,0,skim,,,,,,,,,,,540,post,,,KEEP
MF4-0.8-MFSkim-D0,4,1,UPS,0.8,0,mfskim,,,,,,,,,,,541,,,,KEEP
MF4-1.2-MFSkim-D0,4,2,UPS,1.2,0,mfskim,,,,,,,,,,,541,,,,KEEP
prepump-skim-0.8,3,2,UPS,0.8,0,rawskim,,,,,,,,,,,543,pre,,,KEEP
MF4-1.2-prepumpSkim-D0,4,2,UPS,1.2,0,skim,,,,,,,,,,,543,pre,,,KEEP
raw-whole-na,3,,UPS,,0,rawwhole,,,,,milkoscan,4.04,3.43,5,13.19,9.14,544,,,,KEEP
MF4-0.8-postpumpSkim-D0,4,1,UPS,0.8,0,skim,,,,,,,,,,,545,post,,,KEEP
MF4-0.8-Standardized-D0,4,1,UPS,0.8,0,stdwhole,,,,,,,,,,,546,,,,KEEP
MF4-na-HTSTCream-D0,4,,UPS,,0,htstcream,,,,,,,,,,,564,,,,KEEP
